,District,Rooms,Price
11155,Bergama,3+1,32.000 TL
11156,Karşıyaka / Yalı,3+1,32.000 TL
11157,Bornova / Kazımdirik,1+1,32.000 TL
11158,Konak / Küçükyalı,3+1,31.500 TL
11159,Bayraklı,1+1,32.000 TL
11160,Bornova / Atatürk,3+1,32.000 TL
11161,Buca / İşçievleri,3+1,32.000 TL
11162,Konak / Alsancak,1+1,32.000 TL
11163,Konak / Alsancak,3+1,32.000 TL
11164,Kemalpaşa / Ulucak,1+1,32.000 TL
11165,Gaziemir,3+1,31.500 TL
11166,Menderes / Görece,5+1,33.000 TL
11167,Gaziemir,3+1,32.000 TL
11168,Karşıyaka / Alaybey,1+1,32.000 TL
11169,Balçova,1+1,32.000 TL
11170,Karşıyaka / Yalı,1+1,32.000 TL
11171,Bornova,1+1,33.000 TL
11172,Urla / Köyler,2+1,33.000 TL
11173,Bornova,2+1,32.000 TL
11174,Bornova / Kazımdirik,3+1,32.500 TL
11175,Buca,3+1,33.000 TL
11176,Çiğli / Balatçık,2+1,33.000 TL
11177,Çiğli / Büyükçiğli,3+1,33.000 TL
11178,Karşıyaka,1+1,32.000 TL
11179,Bayraklı / Gümüşpala,3+1,32.000 TL
11180,Konak / Küçükyalı,3+1,32.500 TL
11181,Çiğli / Ataşehir,2+1,32.000 TL
11182,Bayraklı,2+1,32.500 TL
11183,Karabağlar / Yeşilyurt,3+1,31.500 TL
11184,Karabağlar / Fahrettinaltay,3+1,31.500 TL
11185,Gaziemir,2+1,32.000 TL
11186,Karşıyaka / Nergiz,3+1,33.000 TL
11187,Çiğli / Egekent,3+1,32.000 TL
11188,Konak / Küçükyalı,3+1,32.500 TL
11189,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11190,Karşıyaka / İmbatlı,1+1,32.000 TL
11191,Konak / Güzelyalı,2+1,32.000 TL
11192,Bayraklı,2+1,32.000 TL
11193,Karşıyaka / Alaybey,3+1,32.000 TL
11194,Bornova / Kazımdirik,Stüdyo (1+0),33.000 TL
11195,Gaziemir,1+1,33.000 TL
11196,Konak / Alsancak,3+1,32.000 TL
11197,Bornova / Naldöken,2+1,32.000 TL
11198,Menemen / Ulukent,3+1,32.000 TL
11199,Bornova,2+1,32.500 TL
11200,Gaziemir,2+1,32.000 TL
11201,Seferihisar / Doğanbey,4+1,32.000 TL
11202,Karşıyaka / Yalı,2+1,32.000 TL
11203,Karabağlar / Fahrettinaltay,3+1,32.500 TL
11204,Menemen / Ulukent,2+1,33.000 TL
11205,Bornova,2+1,32.000 TL
11206,Bornova / Atatürk,3+1,33.000 TL
11207,Karabağlar / Hatay,3+1,32.000 TL
11208,Bornova / Kazımdirik,Stüdyo (1+0),32.000 TL
11209,Bayraklı / Gümüşpala,3+1,32.000 TL
11210,Urla / Çeşmealtı,1+1,33.000 TL
11211,Bornova / Kazımdirik,3+1,33.000 TL
11212,Aliağa,1+1,32.000 TL
11213,Karşıyaka / Nergiz,1+1,33.000 TL
11214,Bornova / Kazımdirik,1+1,33.000 TL
11215,Urla,2+1,32.000 TL
11216,Bayraklı / Alpaslan,3+1,33.000 TL
11217,Karabağlar,3+1,33.000 TL
11218,Bornova / Kazımdirik,3+1,32.000 TL
11219,Menderes,2+1,32.000 TL
11220,Karşıyaka / Alaybey,3+1,32.500 TL
11221,Konak / Küçükyalı,3+1,32.000 TL
11222,Karabağlar / Hatay,3+1,33.000 TL
11223,Karşıyaka / Yalı,2+1,32.000 TL
11224,Karabağlar,3+1,33.000 TL
11225,Gaziemir,3+1,32.000 TL
11226,Karşıyaka / Nergiz,2+1,33.000 TL
11227,Buca / İşçievleri,3+1,32.000 TL
11228,Buca,3+1,32.000 TL
11229,Karşıyaka / Denizbostanlısı,3+1,32.000 TL
11230,Bornova / Kazımdirik,1+1,32.000 TL
11231,Karşıyaka / Nergiz,2+1,33.000 TL
11232,Dikili,2+1,32.000 TL
11233,Karşıyaka / İmbatlı,1+1,32.000 TL
11234,Çiğli / Balatçık,3+1,33.000 TL
11235,Buca,2+1,32.000 TL
11236,Karşıyaka / İmbatlı,2+1,31.500 TL
11237,Bornova,2+1,33.000 TL
11238,Karşıyaka / Denizbostanlısı,3+1,32.000 TL
11239,Karşıyaka,2+1,32.000 TL
11240,Aliağa,3+1,32.000 TL
11241,Buca,3+1,33.000 TL
11242,Karşıyaka / İmbatlı,1+1,32.000 TL
11243,Buca / Şirinyer,2+1,33.000 TL
11244,Karşıyaka,3+1,33.000 TL
11245,Menemen,3+1,33.000 TL
11246,Karşıyaka / Nergiz,2+1,32.000 TL
11247,Konak / Güzelyalı,3+1,32.000 TL
11248,Menderes,2+1,32.000 TL
11249,Bornova,3+1,32.000 TL
11250,Balçova,3+1,33.000 TL
11251,Bayraklı,3+1,32.500 TL
11252,Karabağlar / Yeşilyurt,2+1,33.000 TL
11253,Bornova / Kazımdirik,Stüdyo (1+0),33.000 TL
11254,Buca / İşçievleri,2+1,32.000 TL
11255,Çeşme,1+1,32.000 TL
11256,Karşıyaka / Yalı,3+1,31.500 TL
11257,Bornova / Kazımdirik,1+1,33.000 TL
11258,Karşıyaka / İmbatlı,1+1,32.000 TL
11259,Bayraklı / Gümüşpala,3+1,33.000 TL
11260,Buca,1+1,32.000 TL
11261,Buca,1+1,33.000 TL
11262,Urla,2+1,32.000 TL
11263,Karabağlar,3+1,32.000 TL
11264,Karşıyaka / Alaybey,3+1,32.000 TL
11265,Karşıyaka / Alaybey,3+1,32.500 TL
11266,Konak / Küçükyalı,2+1,32.000 TL
11267,Bornova / Atatürk,3+1,32.000 TL
11268,Bornova / Kazımdirik,1+1,33.000 TL
11269,Konak / Güzelyalı,2+1,33.000 TL
11270,Konak / Küçükyalı,2+1,32.000 TL
11271,Seferihisar,3+1,33.000 TL
11272,Karşıyaka / İmbatlı,2+1,32.000 TL
11273,Seferihisar,2+1,32.000 TL
11274,Buca / İşçievleri,3+1,33.000 TL
11275,Seferihisar,2+1,32.000 TL
11276,Karşıyaka / İmbatlı,2+1,32.000 TL
11277,Buca,2+1,33.000 TL
11278,Karşıyaka / Denizbostanlısı,2+1,33.000 TL
11279,Bornova / Çamdibi,1+1,32.500 TL
11280,Bornova / Kazımdirik,1+1,33.000 TL
11281,Konak / Küçükyalı,2+1,32.000 TL
11282,Bornova / Kazımdirik,2+1,32.000 TL
11283,Karşıyaka,3+1,32.000 TL
11284,Karabağlar / Yeşilyurt,2+1,33.000 TL
11285,Karşıyaka / Nergiz,3+1,33.000 TL
11286,Bornova / Pınarbaşı,3+1,32.000 TL
11287,Karşıyaka / Alaybey,3+1,32.000 TL
11288,Karabağlar / Fahrettinaltay,3+1,33.000 TL
11289,Karşıyaka / Denizbostanlısı,3+1,32.000 TL
11290,Karşıyaka / Denizbostanlısı,3+1,33.000 TL
11291,Karşıyaka,2+1,32.000 TL
11292,Karşıyaka,3+1,32.000 TL
11293,Narlıdere,3+1,32.500 TL
11294,Konak / Eşrefpaşa,3+1,32.000 TL
11295,Buca,3+1,32.000 TL
11296,Buca,2+1,33.000 TL
11297,Karşıyaka / Nergiz,2+1,31.500 TL
11298,Balçova,1+1,32.000 TL
11299,Karşıyaka / Denizbostanlısı,3+1,32.500 TL
11300,Karabağlar / Fahrettinaltay,3+1,33.000 TL
11301,Seferihisar,1+1,32.000 TL
11302,Bayraklı / Alpaslan,2+1,32.000 TL
11303,Karşıyaka / Alaybey,3+1,32.000 TL
11304,Karşıyaka,2+1,32.000 TL
11305,Karşıyaka / Denizbostanlısı,3+1,32.000 TL
11306,Konak / Küçükyalı,3+1,32.000 TL
11307,Bergama,3+1,32.000 TL
11308,Çiğli / Balatçık,1+1,31.500 TL
11309,Buca,2+1,32.000 TL
11310,Karşıyaka / Denizbostanlısı,3+1,33.000 TL
11311,Bornova,Stüdyo (1+0),32.000 TL
11312,Karşıyaka,3+1,33.000 TL
11313,Çiğli / Ataşehir,1+1,32.000 TL
11314,Karşıyaka / Nergiz,2+1,32.000 TL
11315,Buca,2+1,33.000 TL
11316,Aliağa,2+1,32.000 TL
11317,Seferihisar,3+1,32.000 TL
11318,Seferihisar,2+1,32.000 TL
11319,Konak,3+1,32.000 TL
11320,Konak / Küçükyalı,2+1,32.000 TL
11321,Çeşme,1+1,33.000 TL
11322,Çiğli / Balatçık,1+1,32.000 TL
11323,Menemen,3+1,32.000 TL
11324,Menemen / Koyundere,3+1,32.000 TL
11325,Bornova / Çamdibi,1+1,32.000 TL
11326,Karşıyaka / Denizbostanlısı,2+1,32.000 TL
11327,Karşıyaka / Nergiz,2+1,32.000 TL
11328,Bornova / Kazımdirik,2+1,32.500 TL
11329,Seferihisar,3+1,32.000 TL
11330,Konak / Alsancak,3+1,32.000 TL
11331,Karaburun,2+1,33.000 TL
11332,Bornova / Kazımdirik,1+1,32.000 TL
11333,Aliağa,4+1,32.000 TL
11334,Kemalpaşa,3+1,32.000 TL
11335,Karşıyaka / Denizbostanlısı,3+1,32.000 TL
11336,Karşıyaka / Nergiz,2+1,33.000 TL
11337,Karşıyaka / Denizbostanlısı,1+1,33.000 TL
11338,Çiğli / Balatçık,2+1,32.000 TL
11339,Bayraklı / Alpaslan,3+1,32.000 TL
11340,Aliağa,2+1,31.500 TL
11341,Karşıyaka / Nergiz,3+1,33.000 TL
11342,Çiğli / Ataşehir,3+1,33.000 TL
11343,Bornova / Çamdibi,2+1,32.000 TL
11344,Karşıyaka / İmbatlı,2+1,33.000 TL
11345,Bornova,2+1,33.000 TL
11346,Konak / Küçükyalı,2+1,32.000 TL
11347,Konak / Küçükyalı,2+1,32.000 TL
11348,Karşıyaka / Nergiz,3+1,33.000 TL
11349,Karşıyaka / İmbatlı,2+1,32.500 TL
11350,Güzelbahçe,2+1,32.000 TL
11351,Bornova / Atatürk,3+1,32.000 TL
11352,Bayraklı / Manavkuyu,3+1,31.500 TL
11353,Karşıyaka / Nergiz,2+1,33.000 TL
11354,Aliağa,3+1,32.000 TL
11355,Dikili / Çandarlı,3+1,33.000 TL
11356,Buca / İşçievleri,3+1,32.000 TL
11357,Bornova / Kazımdirik,1+1,31.500 TL
11358,Narlıdere,3+1,32.500 TL
11359,Çiğli / Balatçık,1+1,32.000 TL
11360,Buca,3+1,32.000 TL
11361,Menderes / Görece,3+1,32.000 TL
11362,Karabağlar / Günaltay,3+1,32.500 TL
11363,Bayraklı / Alpaslan,2+1,32.500 TL
11364,Konak,2+1,32.000 TL
11365,Karşıyaka / Alaybey,3+1,32.000 TL
11366,Konak / Alsancak,2+1,33.000 TL
11367,Çiğli / Egekent,3+1,33.000 TL
11368,Bornova / Çamdibi,1+1,33.000 TL
11369,Buca,1+1,33.000 TL
11370,Menemen,1+1,32.000 TL
11371,Balçova,3+1,33.000 TL
11372,Buca,2+1,32.000 TL
11373,Foça / Köyler,2+1,33.000 TL
11374,Bayraklı / Alpaslan,3+1,32.000 TL
11375,Seferihisar,2+1,31.500 TL
11376,Karabağlar / Kibar,2+1,32.000 TL
11377,Çiğli / Büyükçiğli,1+1,33.000 TL
11378,Karşıyaka / Nergiz,2+1,32.000 TL
11379,Karşıyaka / Nergiz,3+1,32.000 TL
11380,Çiğli / Büyükçiğli,1+1,32.000 TL
11381,Karşıyaka / Alaybey,2+1,32.000 TL
11382,Tire,3+1,32.000 TL
11383,Urla,1+1,31.500 TL
11384,Karşıyaka,3+1,32.000 TL
11385,Çiğli / Ataşehir,1+1,32.000 TL
11386,Menderes,2+1,32.000 TL
11387,Bornova / Kazımdirik,1+1,33.000 TL
11388,Çiğli / Büyükçiğli,2+1,32.000 TL
11389,Bornova / Işıkkent,3+1,32.000 TL
11390,Bornova / Atatürk,1+1,33.000 TL
11391,Balçova,3+1,32.500 TL
11392,Bornova,2+1,32.000 TL
11393,Çiğli / Balatçık,1+1,32.000 TL
11394,Seferihisar,3+1,33.000 TL
11395,Aliağa,2+1,32.000 TL
11396,Konak / Güzelyalı,3+1,33.000 TL
11397,Bayraklı,3+1,33.000 TL
11398,Urla,2+1,32.000 TL
11399,Seferihisar,3+1,32.000 TL
11400,Karşıyaka / Nergiz,2+1,32.000 TL
11401,Bayraklı / Manavkuyu,3+1,33.000 TL
11402,Karşıyaka / İmbatlı,1+1,31.500 TL
11403,Karşıyaka,2+1,32.000 TL
11404,Bornova / Naldöken,1+1,32.000 TL
11405,Bornova / Çamdibi,1+1,32.500 TL
11406,Buca,1+1,32.000 TL
11407,Karabağlar / Hatay,3+1,32.000 TL
11408,Karşıyaka / Nergiz,2+1,32.000 TL
11409,Karabağlar / Yeşilyurt,2+1,32.500 TL
11410,Gaziemir,1+1,33.000 TL
11411,Karabağlar / Kibar,2+1,32.000 TL
11412,Tire,4+1,32.000 TL
11413,Bornova / Atatürk,3+1,32.000 TL
11414,Bornova,1+1,33.000 TL
11415,Bayraklı,2+1,33.000 TL
11416,Menemen / Ulukent,3+1,32.500 TL
11417,Konak / Küçükyalı,3+1,32.000 TL
11418,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11419,Karabağlar,3+1,32.500 TL
11420,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11421,Kemalpaşa / Ulucak,3+1,32.000 TL
11422,Bornova / Kazımdirik,1+1,33.000 TL
11423,Gaziemir / Sarnıç,3+1,32.000 TL
11424,Karşıyaka / Nergiz,2+1,32.000 TL
11425,Karabağlar / Fahrettinaltay,3+1,33.000 TL
11426,Balçova,3+1,32.000 TL
11427,Gaziemir,2+1,32.000 TL
11428,Karşıyaka / Alaybey,3+1,33.000 TL
11429,Karşıyaka / Alaybey,2+1,32.000 TL
11430,Çiğli / Egekent,3+1,32.000 TL
11431,Çiğli / Egekent,3+1,32.000 TL
11432,Bornova / Kazımdirik,3+1,32.000 TL
11433,Karşıyaka / Alaybey,3+1,33.000 TL
11434,Bayraklı / Soğukkuyu,3+1,32.000 TL
11435,Bornova / Kazımdirik,4+1,32.000 TL
11436,Torbalı / Ayrancılar,3+1,32.500 TL
11437,Bornova / Naldöken,1+1,32.000 TL
11438,Buca,2+1,33.000 TL
11439,Buca / Şirinyer,2+1,33.000 TL
11440,Bayraklı / Gümüşpala,3+1,33.000 TL
11441,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11442,Çeşme,2+1,33.000 TL
11443,Karşıyaka / İmbatlı,2+1,32.000 TL
11444,Kemalpaşa / Ulucak,2+1,32.000 TL
11445,Karaburun / Mordoğan,3+1,33.000 TL
11446,Seferihisar,2+1,32.000 TL
11447,Buca,2+1,32.000 TL
11448,Karşıyaka / Yalı,3+1,33.000 TL
11449,Menderes,3+1,33.000 TL
11450,Karşıyaka / Nergiz,3+1,33.000 TL
11451,Konak / Alsancak,3+1,32.000 TL
11452,Gaziemir,3+1,32.000 TL
11453,Güzelbahçe,1+1,32.000 TL
11454,Konak / Güzelyalı,3+1,32.000 TL
11455,Buca / İşçievleri,2+1,32.000 TL
11456,Menemen / Ulukent,2+1,32.000 TL
11457,Karşıyaka / Alaybey,2+1,32.000 TL
11458,Bornova / Kazımdirik,2+1,32.500 TL
11459,Bornova / Kazımdirik,1+1,33.000 TL
11460,Bornova / Kazımdirik,1+1,33.000 TL
11461,Bayraklı,3+1,32.000 TL
11462,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11463,Konak / Alsancak,3+1,32.000 TL
11464,Karşıyaka,1+1,32.000 TL
11465,Gaziemir,3+1,32.000 TL
11466,Karaburun,2+1,32.000 TL
11467,Bornova,2+1,33.000 TL
11468,Buca,3+1,32.000 TL
11469,Bornova / Naldöken,3+1,32.000 TL
11470,Karşıyaka / Nergiz,3+1,32.000 TL
11471,Bornova / Kazımdirik,1+1,32.000 TL
11472,Bornova / Kazımdirik,1+1,32.500 TL
11473,Menemen / Seyrek,2+1,33.000 TL
11474,Karşıyaka / İmbatlı,2+1,32.000 TL
11475,Karşıyaka / Nergiz,2+1,33.000 TL
11476,Karşıyaka / Nergiz,2+1,32.500 TL
11477,Bornova / Naldöken,1+1,32.000 TL
11478,Buca,2+1,32.000 TL
11479,Karşıyaka,3+1,32.000 TL
11480,Çiğli / Ataşehir,3+1,32.000 TL
11481,Çiğli / Büyükçiğli,1+1,32.000 TL
11482,Karşıyaka / Nergiz,2+1,32.000 TL
11483,Karşıyaka / Denizbostanlısı,3+1,33.000 TL
11484,Karşıyaka / Nergiz,2+1,32.000 TL
11485,Çiğli / Balatçık,1+1,32.000 TL
11486,Konak,2+1,33.000 TL
11487,Menderes / Görece,2+1,31.500 TL
11488,Bayraklı,3+1,32.000 TL
11489,Bornova / Altındağ,2+1,32.500 TL
11490,Karaburun / Mordoğan,2+1,32.000 TL
11491,Karşıyaka / Nergiz,2+1,32.000 TL
11492,Bornova / Kazımdirik,1+1,32.000 TL
11493,Karşıyaka / Nergiz,1+1,32.000 TL
11494,Gaziemir,1+1,32.000 TL
11495,Bornova / Atatürk,2+1,31.250 TL
11496,Balçova,2+1,33.000 TL
11497,Konak / Kahramanlar,1+1,33.000 TL
11498,Karşıyaka / Nergiz,2+1,33.000 TL
11499,Konak / Alsancak,3+1,32.000 TL
11500,Buca,3+1,32.000 TL
11501,Konak / Alsancak,2+1,32.000 TL
11502,Çiğli / Balatçık,3+1,33.000 TL
11503,Çeşme,1+1,32.000 TL
11504,Bornova / Kazımdirik,Stüdyo (1+0),32.000 TL
11505,Karşıyaka / İmbatlı,2+1,32.000 TL
11506,Aliağa,1+1,32.000 TL
11507,Karşıyaka / Alaybey,3+1,32.000 TL
11508,Bayraklı / Alpaslan,3+1,33.000 TL
11509,Bayraklı,3+1,32.000 TL
11510,Bornova,1+1,32.000 TL
11511,Karşıyaka / Yalı,3+1,32.000 TL
11512,Tire,4+1,32.000 TL
11513,Karşıyaka,4+1,33.000 TL
11514,Konak / Küçükyalı,1+1,33.000 TL
11515,Konak / Küçükyalı,2+1,32.000 TL
11516,Bornova / Kazımdirik,1+1,33.000 TL
11517,Bayraklı / Alpaslan,3+1,32.000 TL
11518,Çiğli / Egekent,2+1,32.000 TL
11519,Bornova / Kazımdirik,Stüdyo (1+0),33.000 TL
11520,Karabağlar / Günaltay,3+1,33.000 TL
11521,Bayraklı / Alpaslan,3+1,32.000 TL
11522,Konak / Alsancak,2+1,33.000 TL
11523,Karşıyaka / Denizbostanlısı,2+1,32.000 TL
11524,Buca,1+1,31.500 TL
11525,Konak / Güzelyalı,3+1,33.000 TL
11526,Karabağlar / Fahrettinaltay,3+1,33.000 TL
11527,Foça / Köyler,2+1,32.500 TL
11528,Karşıyaka / Yalı,2+1,33.000 TL
11529,Balçova,2+1,32.000 TL
11530,Karşıyaka / Yalı,2+1,32.000 TL
11531,Bornova / Kazımdirik,3+1,33.000 TL
11532,Kemalpaşa / Ulucak,2+1,32.000 TL
11533,Torbalı,3+1,33.000 TL
11534,Balçova,3+1,32.000 TL
11535,Bornova / Atatürk,2+1,32.000 TL
11536,Bornova,3+1,32.000 TL
11537,Menderes,3+1,33.000 TL
11538,Bornova / Kazımdirik,1+1,33.000 TL
11539,Karşıyaka / Nergiz,3+1,32.000 TL
11540,Buca,1+1,32.500 TL
11541,Bornova / Kazımdirik,4+1,32.000 TL
11542,Çiğli / Merkez,3+1,32.000 TL
11543,Narlıdere,2+1,32.000 TL
11544,Buca,3+1,32.000 TL
11545,Bornova / Kazımdirik,2+1,32.000 TL
11546,Karşıyaka / Nergiz,2+1,33.000 TL
11547,Menemen,3+1,32.000 TL
11548,Konak,3+1,32.000 TL
11549,Karşıyaka / İmbatlı,1+1,32.500 TL
11550,Tire,2+1,33.000 TL
11551,Karabağlar / Fahrettinaltay,3+1,33.000 TL
11552,Menderes,2+1,33.000 TL
11553,Çiğli / Balatçık,1+1,33.000 TL
11554,Karşıyaka / Alaybey,3+1,32.000 TL
11555,Karşıyaka / Cumhuriyet,3+1,32.500 TL
11556,Buca,3+1,33.000 TL
11557,Menderes,2+1,32.000 TL
11558,Karşıyaka / Nergiz,3+1,32.000 TL
11559,Torbalı,3+1,32.000 TL
11560,Seferihisar,2+1,32.000 TL
11561,Tire,3+1,32.000 TL
11562,Bornova / Çamdibi,1+1,32.500 TL
11563,Karşıyaka / İmbatlı,3+1,32.000 TL
11564,Dikili / Köyler,2+1,32.000 TL
11565,Narlıdere,2+1,32.000 TL
11566,Menemen,2+1,32.500 TL
11567,Seferihisar,1+1,32.500 TL
11568,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11569,Buca / İşçievleri,3+1,33.000 TL
11570,Karşıyaka / Nergiz,1+1,31.500 TL
11571,Bornova,2+1,33.000 TL
11572,Torbalı / Ayrancılar,3+1,32.000 TL
11573,Menderes,3+1,33.000 TL
11574,Torbalı / Ayrancılar,3+1,31.999 TL
11575,Balçova,3+1,33.000 TL
11576,Karşıyaka / Cumhuriyet,2+1,32.000 TL
11577,Bornova / Kazımdirik,1+1,32.000 TL
11578,Karabağlar / Hatay,2+1,32.000 TL
11579,Bornova / Kazımdirik,1+1,33.000 TL
11580,Buca / İşçievleri,2+1,32.000 TL
11581,Torbalı,3+1,33.000 TL
11582,Konak / Küçükyalı,3+1,32.000 TL
11583,Bornova / Kazımdirik,1+1,33.000 TL
11584,Karabağlar / Yeşilyurt,3+1,33.000 TL
11585,Tire,4+1,32.000 TL
11586,Buca / İşçievleri,3+1,32.000 TL
11587,Menemen / Koyundere,3+1,33.000 TL
11588,Çiğli / Balatçık,2+1,32.500 TL
11589,Karşıyaka / Alaybey,1+1,32.000 TL
11590,Karabağlar,3+1,33.000 TL
11591,Karabağlar,3+1,33.000 TL
11592,Karşıyaka / Denizbostanlısı,3+1,33.000 TL
11593,Torbalı,2+1,32.000 TL
11594,Buca / İşçievleri,3+1,32.000 TL
11595,Çiğli / Merkez,3+1,33.000 TL
11596,Konak / Küçükyalı,3+1,32.000 TL
11597,Karşıyaka / Denizbostanlısı,2+1,32.000 TL
11598,Buca / Şirinyer,3+1,32.000 TL
11599,Konak / Alsancak,2+1,33.000 TL
11600,Torbalı / Ayrancılar,3+1,32.500 TL
11601,Bornova / Altındağ,1+1,32.000 TL
11602,Karabağlar / Kibar,2+1,32.500 TL
11603,Buca / İşçievleri,3+1,33.000 TL
11604,Bornova / Naldöken,2+1,31.500 TL
11605,Bayraklı,3+1,32.000 TL
11606,Seferihisar,2+1,33.000 TL
11607,Torbalı / Ayrancılar,3+1,33.000 TL
11608,Gaziemir,2+1,32.000 TL
11609,Buca,2+1,32.000 TL
11610,Karşıyaka / Denizbostanlısı,1+1,32.000 TL
11611,Karşıyaka,3+1,33.000 TL
11612,Bornova / Kazımdirik,1+1,31.500 TL
11613,Menemen / Ulukent,2+1,32.500 TL
11614,Menderes,2+1,32.000 TL
11615,Buca,3+1,32.000 TL
11616,Karşıyaka / Alaybey,3+1,33.000 TL
11617,Bornova / Kazımdirik,Stüdyo (1+0),32.500 TL
11618,Bornova / Naldöken,2+1,32.500 TL
11619,Balçova,1+1,32.000 TL
11620,Gaziemir,2+1,32.000 TL
11621,Bayraklı / Soğukkuyu,3+1,32.000 TL
11622,Bayraklı / Soğukkuyu,3+1,32.000 TL
11623,Karşıyaka / Yalı,1+1,33.000 TL
11624,Karaburun / Mordoğan,3+1,33.000 TL
11625,Konak / Alsancak,3+1,32.000 TL
11626,Buca,3+1,33.000 TL
11627,Karabağlar / Kibar,2+1,32.000 TL
11628,Torbalı,3+1,33.000 TL
11629,Karabağlar,2+1,32.000 TL
11630,Balçova,2+1,32.500 TL
11631,Konak / Alsancak,3+1,33.000 TL
11632,Karşıyaka / Nergiz,2+1,32.000 TL
11633,Gaziemir,3+1,32.000 TL
11634,Buca / İşçievleri,2+1,33.000 TL
11635,Karşıyaka,2+1,32.000 TL
11636,Bornova / Kazımdirik,2+1,33.000 TL
11637,Buca / Şirinyer,3+1,32.000 TL
11638,Karabağlar / Yeşilyurt,2+1,33.000 TL
11639,Bayraklı,3+1,32.000 TL
11640,Balçova,3+1,33.000 TL
11641,Konak / Küçükyalı,2+1,32.000 TL
11642,Balçova,3+1,32.000 TL
11643,Karşıyaka / Denizbostanlısı,2+1,31.500 TL
11644,Karşıyaka / İmbatlı,3+1,32.000 TL
11645,Bornova / Kazımdirik,2+1,33.000 TL
11646,Karşıyaka / Nergiz,3+1,31.500 TL
11647,Seferihisar / Doğanbey,3+1,31.500 TL
11648,Karşıyaka / Alaybey,3+1,33.000 TL
11649,Tire,2+1,33.000 TL
11650,Karabağlar / Günaltay,2+1,32.000 TL
11651,Karşıyaka,2+1,33.000 TL
11652,Torbalı,3+1,32.000 TL
11653,Konak / Küçükyalı,2+1,32.000 TL
11654,Karşıyaka / Nergiz,2+1,32.000 TL
11655,Karşıyaka / Nergiz,2+1,33.000 TL
11656,Kemalpaşa / Ulucak,3+1,32.500 TL
11657,Buca / İşçievleri,3+1,32.000 TL
11658,Çiğli / Merkez,3+1,33.000 TL
11659,Konak / Küçükyalı,3+1,32.000 TL
11660,Karşıyaka / Nergiz,2+1,32.000 TL
11661,Karabağlar / Yeşilyurt,3+1,33.000 TL
11662,Balçova,2+1,32.000 TL
11663,Karşıyaka,2+1,33.000 TL
11664,Ödemiş,3+1,32.000 TL
11665,Çeşme / Köyler,2+1,32.000 TL
11666,Buca,2+1,32.000 TL
11667,Konak / Alsancak,1+1,32.000 TL
11668,Konak,2+1,33.000 TL
11669,Karşıyaka / Alaybey,3+1,33.000 TL
11670,Bornova / Kazımdirik,1+1,32.000 TL
11671,Çiğli / Büyükçiğli,1+1,31.500 TL
11672,Bayraklı,2+1,32.500 TL
11673,Karşıyaka / Alaybey,3+1,32.000 TL
11674,Karşıyaka / İmbatlı,3+1,32.500 TL
11675,Seferihisar,2+1,32.000 TL
11676,Karşıyaka,2+1,33.000 TL
11677,Konak / Alsancak,3+1,32.000 TL
11678,Buca / Şirinyer,2+1,33.000 TL
11679,Menderes,4+1,32.500 TL
11680,Bayraklı,2+1,33.000 TL
11681,Karabağlar / Fahrettinaltay,2+1,32.000 TL
11682,Menderes,3+1,33.000 TL
11683,Balçova,1+1,32.000 TL
11684,Menderes,3+1,33.000 TL
11685,Karşıyaka / Alaybey,2+1,32.000 TL
11686,Gaziemir,1+1,33.000 TL
11687,Karşıyaka / Alaybey,2+1,33.000 TL
11688,Karabağlar / Fahrettinaltay,3+1,32.000 TL
11689,Seferihisar,2+1,32.000 TL
11690,Balçova,3+1,32.000 TL
11691,Karşıyaka / Nergiz,2+1,32.000 TL
11692,Buca / Şirinyer,3+1,33.000 TL
11693,Seferihisar,3+1,31.500 TL
11694,Buca,3+1,32.500 TL
11695,Urla,2.5+1,32.000 TL
11696,Konak / Eşrefpaşa,2+1,33.000 TL
11697,Menemen / Ulukent,3+1,31.750 TL
11698,Seferihisar,2+1,32.000 TL
11699,Menemen / Koyundere,3+1,32.000 TL
11700,Karşıyaka,3+1,32.500 TL
11701,Narlıdere,2+1,33.000 TL
11702,Karşıyaka / Alaybey,3+1,32.000 TL
11703,Torbalı,2+1,32.000 TL
11704,Bornova / Atatürk,2+1,32.000 TL
11705,Seferihisar,1+1,31.500 TL
11706,Çiğli / Büyükçiğli,2+1,33.000 TL
11707,Seferihisar,3+1,32.000 TL
11708,Karşıyaka / Yalı,1+1,33.000 TL
11709,Torbalı,2+1,32.000 TL
11710,Kemalpaşa / Ulucak,3+1,32.000 TL
11711,Karabağlar,3+1,32.500 TL
11712,Bayraklı,3+1,33.000 TL
11713,Çiğli / Balatçık,1+1,32.000 TL
11714,Balçova,2+1,32.000 TL
11715,Konak / Basmane,1+1,32.000 TL
11716,Karşıyaka / İmbatlı,2+1,33.000 TL
11717,Buca / Şirinyer,3+1,33.000 TL
11718,Aliağa,3+1,32.500 TL
11719,Bornova,3+1,32.999 TL
11720,Buca,3+1,32.000 TL
11721,Konak / Küçükyalı,2+1,32.000 TL
11722,Menemen,3+1,32.000 TL
